"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Click loss","run-multi-task-without-debiasing - Click loss__MIN","run-multi-task-without-debiasing - Click loss__MAX"
"3916","19576","19576","19576","0.28008508682250977","0.28008508682250977","0.28008508682250977"
"3943","19711","19711","19711","0.25173354148864746","0.25173354148864746","0.25173354148864746"
"3953","19761","19761","19761","0.4001195430755615","0.4001195430755615","0.4001195430755615"
"3956","19776","19776","19776","0.20545247197151184","0.20545247197151184","0.20545247197151184"
"3959","19791","19791","19791","0.22642843425273895","0.22642843425273895","0.22642843425273895"
"3970","19846","19846","19846","0.2182513028383255","0.2182513028383255","0.2182513028383255"
"3972","19856","19856","19856","0.2297489047050476","0.2297489047050476","0.2297489047050476"
"4003","20011","20011","20011","0.11937928199768066","0.11937928199768066","0.11937928199768066"
"4009","20041","20041","20041","0.30584579706192017","0.30584579706192017","0.30584579706192017"
"4018","20086","20086","20086","0.276265025138855","0.276265025138855","0.276265025138855"
"4024","20116","20116","20116","0.2186214029788971","0.2186214029788971","0.2186214029788971"
"4026","20126","20126","20126","0.1351785659790039","0.1351785659790039","0.1351785659790039"
"4031","20151","20151","20151","0.13820448517799377","0.13820448517799377","0.13820448517799377"
"4048","20236","20236","20236","0.1503056436777115","0.1503056436777115","0.1503056436777115"
"4059","20291","20291","20291","0.3260447382926941","0.3260447382926941","0.3260447382926941"
"4092","20456","20456","20456","0.5278080701828003","0.5278080701828003","0.5278080701828003"
"4094","20466","20466","20466","0.1230248361825943","0.1230248361825943","0.1230248361825943"
"4106","20526","20526","20526","0.3085651099681854","0.3085651099681854","0.3085651099681854"
"4120","20596","20596","20596","0.1675771325826645","0.1675771325826645","0.1675771325826645"
"4125","20621","20621","20621","0.16790640354156494","0.16790640354156494","0.16790640354156494"
"4179","20891","20891","20891","0.2473793625831604","0.2473793625831604","0.2473793625831604"
"4186","20926","20926","20926","0.26994621753692627","0.26994621753692627","0.26994621753692627"
"4205","21021","21021","21021","0.12590986490249634","0.12590986490249634","0.12590986490249634"
"4223","21111","21111","21111","0.293698787689209","0.293698787689209","0.293698787689209"
"4240","21196","21196","21196","0.37924790382385254","0.37924790382385254","0.37924790382385254"
"4244","21216","21216","21216","0.49181485176086426","0.49181485176086426","0.49181485176086426"
"4247","21231","21231","21231","0.22267647087574005","0.22267647087574005","0.22267647087574005"
"4294","21466","21466","21466","0.2525689899921417","0.2525689899921417","0.2525689899921417"
"4308","21536","21536","21536","0.2077886313199997","0.2077886313199997","0.2077886313199997"
"4315","21571","21571","21571","0.17010809481143951","0.17010809481143951","0.17010809481143951"
"4319","21591","21591","21591","0.21923938393592834","0.21923938393592834","0.21923938393592834"
"4333","21661","21661","21661","0.14840543270111084","0.14840543270111084","0.14840543270111084"
"4339","21691","21691","21691","0.24743472039699554","0.24743472039699554","0.24743472039699554"
"4344","21716","21716","21716","0.27404409646987915","0.27404409646987915","0.27404409646987915"
"4350","21746","21746","21746","0.174562007188797","0.174562007188797","0.174562007188797"
"4356","21776","21776","21776","0.12496794015169144","0.12496794015169144","0.12496794015169144"
"4362","21806","21806","21806","0.32665425539016724","0.32665425539016724","0.32665425539016724"
"4373","21861","21861","21861","0.19017022848129272","0.19017022848129272","0.19017022848129272"
"4388","21936","21936","21936","0.3426342308521271","0.3426342308521271","0.3426342308521271"
"4394","21966","21966","21966","0.4514544904232025","0.4514544904232025","0.4514544904232025"
"4402","22006","22006","22006","0.07954926788806915","0.07954926788806915","0.07954926788806915"
"4420","22096","22096","22096","0.2768020033836365","0.2768020033836365","0.2768020033836365"
"4440","22196","22196","22196","0.25710850954055786","0.25710850954055786","0.25710850954055786"
"4441","22201","22201","22201","0.1290503740310669","0.1290503740310669","0.1290503740310669"
"4444","22216","22216","22216","0.2513052225112915","0.2513052225112915","0.2513052225112915"
"4447","22231","22231","22231","0.19990304112434387","0.19990304112434387","0.19990304112434387"
"4458","22286","22286","22286","0.32353734970092773","0.32353734970092773","0.32353734970092773"
"4469","22341","22341","22341","0.2649056613445282","0.2649056613445282","0.2649056613445282"
"4478","22386","22386","22386","0.1004774421453476","0.1004774421453476","0.1004774421453476"
"4500","22496","22496","22496","0.2523046135902405","0.2523046135902405","0.2523046135902405"
"4530","22646","22646","22646","0.37385478615760803","0.37385478615760803","0.37385478615760803"
"4533","22661","22661","22661","0.1666610687971115","0.1666610687971115","0.1666610687971115"
"4546","22726","22726","22726","0.544073224067688","0.544073224067688","0.544073224067688"
"4549","22741","22741","22741","0.1883082091808319","0.1883082091808319","0.1883082091808319"
"4555","22771","22771","22771","0.2475799173116684","0.2475799173116684","0.2475799173116684"
"4570","22846","22846","22846","0.26095908880233765","0.26095908880233765","0.26095908880233765"
"4576","22876","22876","22876","0.3990764915943146","0.3990764915943146","0.3990764915943146"
"4577","22881","22881","22881","0.167660653591156","0.167660653591156","0.167660653591156"
"4579","22891","22891","22891","0.2741968333721161","0.2741968333721161","0.2741968333721161"
"4596","22976","22976","22976","0.13337500393390656","0.13337500393390656","0.13337500393390656"
"4607","23031","23031","23031","0.18932388722896576","0.18932388722896576","0.18932388722896576"
"4623","23111","23111","23111","0.24171441793441772","0.24171441793441772","0.24171441793441772"
"4676","23376","23376","23376","0.4100441336631775","0.4100441336631775","0.4100441336631775"
"4685","23421","23421","23421","0.15649446845054626","0.15649446845054626","0.15649446845054626"
"4694","23466","23466","23466","0.2868950664997101","0.2868950664997101","0.2868950664997101"
"4706","23526","23526","23526","0.13250553607940674","0.13250553607940674","0.13250553607940674"
"4726","23626","23626","23626","0.2999112606048584","0.2999112606048584","0.2999112606048584"
"4741","23701","23701","23701","0.49597010016441345","0.49597010016441345","0.49597010016441345"
"4766","23826","23826","23826","0.42128652334213257","0.42128652334213257","0.42128652334213257"
"4776","23876","23876","23876","0.14589637517929077","0.14589637517929077","0.14589637517929077"
"4788","23936","23936","23936","0.13596096634864807","0.13596096634864807","0.13596096634864807"
"4795","23971","23971","23971","0.2391168624162674","0.2391168624162674","0.2391168624162674"
"4804","24016","24016","24016","0.23181146383285522","0.23181146383285522","0.23181146383285522"
"4806","24026","24026","24026","0.20149683952331543","0.20149683952331543","0.20149683952331543"
"4816","24076","24076","24076","0.09470343589782715","0.09470343589782715","0.09470343589782715"
"4820","24096","24096","24096","0.16344591975212097","0.16344591975212097","0.16344591975212097"
"4829","24141","24141","24141","0.16829325258731842","0.16829325258731842","0.16829325258731842"
"4835","24171","24171","24171","0.25614404678344727","0.25614404678344727","0.25614404678344727"
"4844","24216","24216","24216","0.2376636117696762","0.2376636117696762","0.2376636117696762"
"4852","24256","24256","24256","0.47314876317977905","0.47314876317977905","0.47314876317977905"
"4863","24311","24311","24311","0.2634007930755615","0.2634007930755615","0.2634007930755615"
"4865","24321","24321","24321","0.20067304372787476","0.20067304372787476","0.20067304372787476"
"4866","24326","24326","24326","0.1736246645450592","0.1736246645450592","0.1736246645450592"
"4875","24371","24371","24371","0.0769667848944664","0.0769667848944664","0.0769667848944664"
"4879","24391","24391","24391","0.2733127772808075","0.2733127772808075","0.2733127772808075"
"4897","24481","24481","24481","0.3548216223716736","0.3548216223716736","0.3548216223716736"
"4914","24566","24566","24566","0.32855451107025146","0.32855451107025146","0.32855451107025146"
"4926","24626","24626","24626","0.14836841821670532","0.14836841821670532","0.14836841821670532"
"4941","24701","24701","24701","0.25961747765541077","0.25961747765541077","0.25961747765541077"
"4950","24746","24746","24746","0.14684489369392395","0.14684489369392395","0.14684489369392395"
"4973","24861","24861","24861","0.32007211446762085","0.32007211446762085","0.32007211446762085"
"4979","24891","24891","24891","0.2736261785030365","0.2736261785030365","0.2736261785030365"
"4994","24966","24966","24966","0.1927943229675293","0.1927943229675293","0.1927943229675293"
"5011","25051","25051","25051","0.4021132290363312","0.4021132290363312","0.4021132290363312"
"5016","25076","25076","25076","0.33890050649642944","0.33890050649642944","0.33890050649642944"
"5038","25186","25186","25186","0.1272919774055481","0.1272919774055481","0.1272919774055481"
"5057","25281","25281","25281","0.12103947252035141","0.12103947252035141","0.12103947252035141"
"5064","25316","25316","25316","0.10329402983188629","0.10329402983188629","0.10329402983188629"
"5075","25371","25371","25371","0.18886533379554749","0.18886533379554749","0.18886533379554749"
"5089","25441","25441","25441","0.25242742896080017","0.25242742896080017","0.25242742896080017"
"5095","25471","25471","25471","0.22361521422863007","0.22361521422863007","0.22361521422863007"
"5113","25561","25561","25561","0.30409836769104004","0.30409836769104004","0.30409836769104004"
"5127","25631","25631","25631","0.278450071811676","0.278450071811676","0.278450071811676"
"5130","25646","25646","25646","0.2375226616859436","0.2375226616859436","0.2375226616859436"
"5145","25721","25721","25721","0.1443730890750885","0.1443730890750885","0.1443730890750885"
"5162","25806","25806","25806","0.299420565366745","0.299420565366745","0.299420565366745"
"5171","25851","25851","25851","0.26440125703811646","0.26440125703811646","0.26440125703811646"
"5172","25856","25856","25856","0.1766638457775116","0.1766638457775116","0.1766638457775116"
"5196","25976","25976","25976","0.36371931433677673","0.36371931433677673","0.36371931433677673"
"5205","26021","26021","26021","0.39351919293403625","0.39351919293403625","0.39351919293403625"
"5226","26126","26126","26126","0.12583202123641968","0.12583202123641968","0.12583202123641968"
"5232","26156","26156","26156","0.12741872668266296","0.12741872668266296","0.12741872668266296"
"5292","26456","26456","26456","0.3216250240802765","0.3216250240802765","0.3216250240802765"
"5294","26466","26466","26466","0.4038688838481903","0.4038688838481903","0.4038688838481903"
"5302","26506","26506","26506","0.4890373647212982","0.4890373647212982","0.4890373647212982"
"5303","26511","26511","26511","0.3163754343986511","0.3163754343986511","0.3163754343986511"
"5317","26581","26581","26581","0.07518770545721054","0.07518770545721054","0.07518770545721054"
"5330","26646","26646","26646","0.1778833568096161","0.1778833568096161","0.1778833568096161"
"5335","26671","26671","26671","0.35816943645477295","0.35816943645477295","0.35816943645477295"
"5336","26676","26676","26676","0.21034541726112366","0.21034541726112366","0.21034541726112366"
"5345","26721","26721","26721","0.2288486808538437","0.2288486808538437","0.2288486808538437"
"5364","26816","26816","26816","0.2685716450214386","0.2685716450214386","0.2685716450214386"
"5374","26866","26866","26866","0.17572960257530212","0.17572960257530212","0.17572960257530212"
"5375","26871","26871","26871","0.46215885877609253","0.46215885877609253","0.46215885877609253"
"5376","26876","26876","26876","0.37691354751586914","0.37691354751586914","0.37691354751586914"
"5377","26881","26881","26881","0.17594194412231445","0.17594194412231445","0.17594194412231445"
"5387","26931","26931","26931","0.1783614456653595","0.1783614456653595","0.1783614456653595"
"5404","27016","27016","27016","0.20663776993751526","0.20663776993751526","0.20663776993751526"
"5406","27026","27026","27026","0.23052571713924408","0.23052571713924408","0.23052571713924408"
"5420","27096","27096","27096","0.2588422894477844","0.2588422894477844","0.2588422894477844"
"5423","27111","27111","27111","0.2293616086244583","0.2293616086244583","0.2293616086244583"
"5452","27256","27256","27256","0.2766875624656677","0.2766875624656677","0.2766875624656677"
"5462","27306","27306","27306","0.5468571186065674","0.5468571186065674","0.5468571186065674"
"5467","27331","27331","27331","0.2214190512895584","0.2214190512895584","0.2214190512895584"
"5485","27421","27421","27421","0.2182714343070984","0.2182714343070984","0.2182714343070984"
"5495","27471","27471","27471","0.21187575161457062","0.21187575161457062","0.21187575161457062"
