"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Dwell-time loss","run-multi-task-without-debiasing - Dwell-time loss__MIN","run-multi-task-without-debiasing - Dwell-time loss__MAX"
"4178","20888","20888","20888","0.2974279224872589","0.2974279224872589","0.2974279224872589"
"4180","20898","20898","20898","0.34288641810417175","0.34288641810417175","0.34288641810417175"
"4185","20923","20923","20923","0.6983867287635803","0.6983867287635803","0.6983867287635803"
"4186","20928","20928","20928","0.45406126976013184","0.45406126976013184","0.45406126976013184"
"4187","20933","20933","20933","0.48499470949172974","0.48499470949172974","0.48499470949172974"
"4193","20963","20963","20963","1.2138278484344482","1.2138278484344482","1.2138278484344482"
"4200","20998","20998","20998","0.26045799255371094","0.26045799255371094","0.26045799255371094"
"4208","21038","21038","21038","0.4147428274154663","0.4147428274154663","0.4147428274154663"
"4237","21183","21183","21183","0.06602288037538528","0.06602288037538528","0.06602288037538528"
"4238","21188","21188","21188","0.2778762876987457","0.2778762876987457","0.2778762876987457"
"4240","21198","21198","21198","1.8100519180297852","1.8100519180297852","1.8100519180297852"
"4271","21353","21353","21353","0.2876650393009186","0.2876650393009186","0.2876650393009186"
"4302","21508","21508","21508","1.8434604406356812","1.8434604406356812","1.8434604406356812"
"4307","21533","21533","21533","1.3980674743652344","1.3980674743652344","1.3980674743652344"
"4325","21623","21623","21623","0.10658811032772064","0.10658811032772064","0.10658811032772064"
"4378","21888","21888","21888","0.5713862180709839","0.5713862180709839","0.5713862180709839"
"4407","22033","22033","22033","1.2376924753189087","1.2376924753189087","1.2376924753189087"
"4412","22058","22058","22058","0.5509926676750183","0.5509926676750183","0.5509926676750183"
"4432","22158","22158","22158","0.5180099606513977","0.5180099606513977","0.5180099606513977"
"4435","22173","22173","22173","0.2363884449005127","0.2363884449005127","0.2363884449005127"
"4450","22248","22248","22248","0.5486434698104858","0.5486434698104858","0.5486434698104858"
"4459","22293","22293","22293","2.297624111175537","2.297624111175537","2.297624111175537"
"4471","22353","22353","22353","0.4330802261829376","0.4330802261829376","0.4330802261829376"
"4479","22393","22393","22393","0.11081539839506149","0.11081539839506149","0.11081539839506149"
"4481","22403","22403","22403","1.1588054895401","1.1588054895401","1.1588054895401"
"4502","22508","22508","22508","0.7200392484664917","0.7200392484664917","0.7200392484664917"
"4515","22573","22573","22573","1.208771824836731","1.208771824836731","1.208771824836731"
"4520","22598","22598","22598","1.4664866924285889","1.4664866924285889","1.4664866924285889"
"4533","22663","22663","22663","1.499086856842041","1.499086856842041","1.499086856842041"
"4543","22713","22713","22713","0.06909674406051636","0.06909674406051636","0.06909674406051636"
"4552","22758","22758","22758","0.8426055312156677","0.8426055312156677","0.8426055312156677"
"4554","22768","22768","22768","0.9631780385971069","0.9631780385971069","0.9631780385971069"
"4588","22938","22938","22938","1.7340635061264038","1.7340635061264038","1.7340635061264038"
"4590","22948","22948","22948","0.4215238690376282","0.4215238690376282","0.4215238690376282"
"4600","22998","22998","22998","0.9094075560569763","0.9094075560569763","0.9094075560569763"
"4637","23183","23183","23183","2.2635586261749268","2.2635586261749268","2.2635586261749268"
"4645","23223","23223","23223","0.6855251789093018","0.6855251789093018","0.6855251789093018"
"4648","23238","23238","23238","2.56742000579834","2.56742000579834","2.56742000579834"
"4659","23293","23293","23293","0.3680020570755005","0.3680020570755005","0.3680020570755005"
"4661","23303","23303","23303","0.8351765871047974","0.8351765871047974","0.8351765871047974"
"4669","23343","23343","23343","1.1512539386749268","1.1512539386749268","1.1512539386749268"
"4682","23408","23408","23408","1.3750171661376953","1.3750171661376953","1.3750171661376953"
"4696","23478","23478","23478","0.4507361650466919","0.4507361650466919","0.4507361650466919"
"4697","23483","23483","23483","0.5846465229988098","0.5846465229988098","0.5846465229988098"
"4701","23503","23503","23503","1.0653306245803833","1.0653306245803833","1.0653306245803833"
"4703","23513","23513","23513","1.2206475734710693","1.2206475734710693","1.2206475734710693"
"4711","23553","23553","23553","0.5485939979553223","0.5485939979553223","0.5485939979553223"
"4739","23693","23693","23693","1.185929536819458","1.185929536819458","1.185929536819458"
"4759","23793","23793","23793","0.6471736431121826","0.6471736431121826","0.6471736431121826"
"4778","23888","23888","23888","1.1243150234222412","1.1243150234222412","1.1243150234222412"
"4786","23928","23928","23928","0.7865526676177979","0.7865526676177979","0.7865526676177979"
"4789","23943","23943","23943","0.6109783053398132","0.6109783053398132","0.6109783053398132"
"4793","23963","23963","23963","0.9392060041427612","0.9392060041427612","0.9392060041427612"
"4811","24053","24053","24053","0.2177426815032959","0.2177426815032959","0.2177426815032959"
"4830","24148","24148","24148","0.8445602655410767","0.8445602655410767","0.8445602655410767"
"4842","24208","24208","24208","0.9218941926956177","0.9218941926956177","0.9218941926956177"
"4848","24238","24238","24238","0.5743847489356995","0.5743847489356995","0.5743847489356995"
"4849","24243","24243","24243","2.4185357093811035","2.4185357093811035","2.4185357093811035"
"4884","24418","24418","24418","1.0382798910140991","1.0382798910140991","1.0382798910140991"
"4891","24453","24453","24453","0.7635030746459961","0.7635030746459961","0.7635030746459961"
"4892","24458","24458","24458","1.5363866090774536","1.5363866090774536","1.5363866090774536"
"4910","24548","24548","24548","1.015075922012329","1.015075922012329","1.015075922012329"
"4916","24578","24578","24578","0.4847399592399597","0.4847399592399597","0.4847399592399597"
"4933","24663","24663","24663","0.3821188807487488","0.3821188807487488","0.3821188807487488"
"4944","24718","24718","24718","0.8016071319580078","0.8016071319580078","0.8016071319580078"
"4949","24743","24743","24743","0.16170474886894226","0.16170474886894226","0.16170474886894226"
"4951","24753","24753","24753","1.8462350368499756","1.8462350368499756","1.8462350368499756"
"4957","24783","24783","24783","0.9037948846817017","0.9037948846817017","0.9037948846817017"
"4969","24843","24843","24843","0.2970811724662781","0.2970811724662781","0.2970811724662781"
"4976","24878","24878","24878","1.594972014427185","1.594972014427185","1.594972014427185"
"4980","24898","24898","24898","0.4749124050140381","0.4749124050140381","0.4749124050140381"
"4993","24963","24963","24963","0.5585505962371826","0.5585505962371826","0.5585505962371826"
"5033","25163","25163","25163","0.5807139873504639","0.5807139873504639","0.5807139873504639"
"5034","25168","25168","25168","0.13887277245521545","0.13887277245521545","0.13887277245521545"
"5039","25193","25193","25193","0.8493309617042542","0.8493309617042542","0.8493309617042542"
"5057","25283","25283","25283","0.3846263587474823","0.3846263587474823","0.3846263587474823"
"5059","25293","25293","25293","0.05326700210571289","0.05326700210571289","0.05326700210571289"
"5060","25298","25298","25298","0.3866470754146576","0.3866470754146576","0.3866470754146576"
"5070","25348","25348","25348","0.3840804994106293","0.3840804994106293","0.3840804994106293"
"5076","25378","25378","25378","0.4505893886089325","0.4505893886089325","0.4505893886089325"
"5089","25443","25443","25443","0.7715877294540405","0.7715877294540405","0.7715877294540405"
"5094","25468","25468","25468","0.337022602558136","0.337022602558136","0.337022602558136"
"5095","25473","25473","25473","0.15140771865844727","0.15140771865844727","0.15140771865844727"
"5096","25478","25478","25478","0.4826369881629944","0.4826369881629944","0.4826369881629944"
"5111","25553","25553","25553","0.7098053693771362","0.7098053693771362","0.7098053693771362"
"5113","25563","25563","25563","0.5592454075813293","0.5592454075813293","0.5592454075813293"
"5124","25618","25618","25618","0.2709665894508362","0.2709665894508362","0.2709665894508362"
"5125","25623","25623","25623","0.47917604446411133","0.47917604446411133","0.47917604446411133"
"5153","25763","25763","25763","2.308629274368286","2.308629274368286","2.308629274368286"
"5168","25838","25838","25838","1.1317957639694214","1.1317957639694214","1.1317957639694214"
"5205","26023","26023","26023","0.7216678857803345","0.7216678857803345","0.7216678857803345"
"5212","26058","26058","26058","2.4186577796936035","2.4186577796936035","2.4186577796936035"
"5221","26103","26103","26103","1.3084214925765991","1.3084214925765991","1.3084214925765991"
"5238","26188","26188","26188","0.9004888534545898","0.9004888534545898","0.9004888534545898"
"5243","26213","26213","26213","0.46693187952041626","0.46693187952041626","0.46693187952041626"
"5253","26263","26263","26263","1.3654191493988037","1.3654191493988037","1.3654191493988037"
"5258","26288","26288","26288","0.755132794380188","0.755132794380188","0.755132794380188"
"5262","26308","26308","26308","0.18381962180137634","0.18381962180137634","0.18381962180137634"
"5263","26313","26313","26313","1.5794951915740967","1.5794951915740967","1.5794951915740967"
"5264","26318","26318","26318","0.7400925159454346","0.7400925159454346","0.7400925159454346"
"5302","26508","26508","26508","1.6956782341003418","1.6956782341003418","1.6956782341003418"
"5303","26513","26513","26513","1.4539077281951904","1.4539077281951904","1.4539077281951904"
"5307","26533","26533","26533","0.27161121368408203","0.27161121368408203","0.27161121368408203"
"5322","26608","26608","26608","0.4216587543487549","0.4216587543487549","0.4216587543487549"
"5347","26733","26733","26733","0.7211816906929016","0.7211816906929016","0.7211816906929016"
"5348","26738","26738","26738","0.35689622163772583","0.35689622163772583","0.35689622163772583"
"5366","26828","26828","26828","1.367767333984375","1.367767333984375","1.367767333984375"
"5386","26928","26928","26928","0.9273883104324341","0.9273883104324341","0.9273883104324341"
"5396","26978","26978","26978","1.2189199924468994","1.2189199924468994","1.2189199924468994"
"5402","27008","27008","27008","2.1542131900787354","2.1542131900787354","2.1542131900787354"
"5423","27113","27113","27113","0.8129737973213196","0.8129737973213196","0.8129737973213196"
"5444","27218","27218","27218","0.18374350666999817","0.18374350666999817","0.18374350666999817"
"5447","27233","27233","27233","0.9685249328613281","0.9685249328613281","0.9685249328613281"
"5455","27273","27273","27273","1.3117494583129883","1.3117494583129883","1.3117494583129883"
"5457","27283","27283","27283","0.5529506206512451","0.5529506206512451","0.5529506206512451"
"5460","27298","27298","27298","0.19558772444725037","0.19558772444725037","0.19558772444725037"
"5472","27358","27358","27358","0.5538136959075928","0.5538136959075928","0.5538136959075928"
"5478","27388","27388","27388","1.6278893947601318","1.6278893947601318","1.6278893947601318"
"5531","27653","27653","27653","1.8351831436157227","1.8351831436157227","1.8351831436157227"
"5536","27678","27678","27678","0.18901276588439941","0.18901276588439941","0.18901276588439941"
"5542","27708","27708","27708","0.3952985405921936","0.3952985405921936","0.3952985405921936"
"5544","27718","27718","27718","0.19012263417243958","0.19012263417243958","0.19012263417243958"
"5560","27798","27798","27798","0.3077390491962433","0.3077390491962433","0.3077390491962433"
"5575","27873","27873","27873","0.31345123052597046","0.31345123052597046","0.31345123052597046"
"5588","27938","27938","27938","0.26008719205856323","0.26008719205856323","0.26008719205856323"
"5599","27993","27993","27993","0.32548055052757263","0.32548055052757263","0.32548055052757263"
"5604","28018","28018","28018","0.2791803479194641","0.2791803479194641","0.2791803479194641"
"5619","28093","28093","28093","0.6115808486938477","0.6115808486938477","0.6115808486938477"
"5625","28123","28123","28123","0.906244158744812","0.906244158744812","0.906244158744812"
"5637","28183","28183","28183","1.2277312278747559","1.2277312278747559","1.2277312278747559"
"5716","28578","28578","28578","0.9844356179237366","0.9844356179237366","0.9844356179237366"
"5717","28583","28583","28583","1.0502557754516602","1.0502557754516602","1.0502557754516602"
"5731","28653","28653","28653","0.35663288831710815","0.35663288831710815","0.35663288831710815"
"5734","28668","28668","28668","0.3519733250141144","0.3519733250141144","0.3519733250141144"
"5742","28708","28708","28708","0.5240198969841003","0.5240198969841003","0.5240198969841003"
"5761","28803","28803","28803","0.4024677872657776","0.4024677872657776","0.4024677872657776"
"5788","28938","28938","28938","1.8410475254058838","1.8410475254058838","1.8410475254058838"
"5808","29038","29038","29038","1.1464430093765259","1.1464430093765259","1.1464430093765259"
"5812","29058","29058","29058","0.2665894031524658","0.2665894031524658","0.2665894031524658"
"5845","29223","29223","29223","0.6888853907585144","0.6888853907585144","0.6888853907585144"
"5847","29233","29233","29233","0.19623324275016785","0.19623324275016785","0.19623324275016785"
